0.040570000,-0.057120000,-0.178230000,-6.681470000,0.341790000,6.529700000
0.423830000,8.053030000,-0.117100000,-3.895640000,-0.182010000,-3.713230000
7.508050000,-0.027770000,7.566870000,-0.440750000,7.465600000,0.016450000
3.661070000,49.139010000,42.167650000,-25.952070000,-42.212620000,-22.893820000
-48.508730000,0.588890000,26.056390000,39.434020000,22.071830000,-39.939650000
1.876810000,30.009050000,0.427740000,29.638070000,1.760180000,27.627730000
-0.040410001,-0.075479999,-0.186289996,-7.114719868,0.191949993,6.883150101
0.427610010,7.772079945,-0.110689998,-4.216680050,-0.194230005,-3.751230001
7.630720139,-0.054120000,7.641170025,0.196040004,7.582489967,-0.147790000
2.355920076,47.365779877,41.152729034,-24.550470352,-44.103298187,-21.950920105
-49.335300446,0.887319982,25.927679062,44.263969421,21.796079636,-42.667919159
1.280650020,29.519910812,1.398180008,27.947359085,0.673510015,28.373390198
-0.013570000,-0.074860000,-0.143060000,-6.738370000,0.249940000,6.619800000
0.311890000,8.010810000,-0.103220000,-3.969640000,-0.151070000,-3.750370000
7.442540000,-0.074250000,7.861480000,-0.029310000,7.824600000,0.196150000
1.625010000,49.514200000,43.746390000,-24.302250000,-44.823390000,-24.256200000
-46.428610000,0.365770000,26.343530000,41.918670000,24.018120000,-40.216010000
0.672940000,27.749860000,0.603900000,27.786180000,1.475460000,27.925010000
-0.036390000,0.066820000,-0.274190000,-6.855880000,0.449420000,6.799180000
0.145710000,7.867530000,-0.173900000,-3.820080000,-0.197160000,-3.992460000
7.639110000,0.138940000,7.519580000,-0.107380000,7.569940000,-0.171270000
0.880620000,48.160380000,41.910230000,-23.515040000,-42.906720000,-23.824840000
-48.898860000,-1.271650000,24.961330000,41.810360000,22.091100000,-42.268930000
0.888210000,30.197250000,0.986270000,29.163750000,1.717940000,27.705620000
-0.062670000,0.171340004,0.364840001,-6.880889893,-0.494089991,6.898409843
-0.272320002,7.922269821,0.164800003,-3.860899925,0.433270007,-3.898679972
7.583489895,0.326020002,7.612569809,0.261070013,7.462699890,0.341230005
-2.170909882,48.339611053,42.943691254,-21.972770691,-39.593299866,-25.647109985
-47.280948639,-3.113199949,22.164779663,43.093250275,28.110740662,-41.094028473
-0.451759994,28.322919846,-1.814489961,26.640180588,-2.204020023,28.391689301
